Trial Number,Iteration Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,MAC NUM,Total Period (ns),ABC Max Fanout,ABC Map Effort,SYNTH_HIERARCHICAL,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
1542,604,3,3.991,-1.201,-1.201,4096,3584,8,2.79,40,0.5,False,0.153,167514.4096,25379,2377,22972,0.0368,0.00102,2.86e-08,0.0378,0.0495,0.0661,6.09e-08,0.116,26118,26796,3531,4209,25379,167514.4096,0,0,0,41
1543,605,5,4.2,0.579,0.579,4096,3584,8,4.779,40,0.5,False,0.0907,167514.4096,25379,2377,22972,0.0221,0.000615,2.86e-08,0.0227,0.0292,0.0388,6.09e-08,0.068,26118,26796,3531,4209,25379,167514.4096,0,0,0,41
1544,606,3,3.812,-1.013,-1.013,4096,3584,16,2.799,40,0.5,False,0.0772,235518.3808,36441,3348,33033,0.0486,0.000546,3.95e-08,0.0492,0.0117,0.0164,8.8e-08,0.0281,37918,38980,5528,6590,36441,235518.3808,0,0,0,54
1545,607,5,3.94,0.852,0.852,4096,3584,16,4.792,40,0.5,False,0.0468,235518.3808,36441,3348,33033,0.0292,0.000329,3.95e-08,0.0295,0.0072,0.0101,8.8e-08,0.0173,37918,38980,5528,6590,36441,235518.3808,0,0,0,54
1546,608,3,3.864,-1.067,-1.067,4096,3584,32,2.7969999999999997,40,0.5,False,0.131,372039.3152,58063,5293,52650,0.0814,0.00219,5.96e-08,0.0836,0.0208,0.0267,1.39e-07,0.0475,61016,62846,9520,11350,58063,372039.3152,0,0,0,94
1547,609,5,3.864,0.933,0.933,4096,3584,32,4.797,40,0.5,False,0.0797,372039.3152,58063,5293,52650,0.0488,0.00132,5.97e-08,0.0502,0.0129,0.0167,1.39e-07,0.0295,61016,62846,9520,11350,58063,372039.3152,0,0,0,92
1548,610,3,3.849,-1.051,-1.051,4096,3584,64,2.798,40,0.5,False,0.173,630721.161599,97293,9100,87953,0.134,0.00166,1.04e-07,0.135,0.0155,0.0227,2.31e-07,0.0382,103198,106564,17427,20793,97293,630721.161599,0,0,0,153
1549,611,5,4.162,0.619,0.619,4096,3584,64,4.781,40,0.5,False,0.0897,630721.161599,97293,9100,87953,0.0797,0.00101,1.04e-07,0.0807,0.00392,0.00503,2.31e-07,0.00895,103198,106564,17427,20793,97293,630721.161599,0,0,0,154
155,612,5,4.31,0.463,0.463,8192,128,16,4.773,40,0.5,False,0.0582,235015.3984,35455,3483,31936,0.0307,0.000426,4.18e-08,0.0311,0.0115,0.0156,8.51e-08,0.0271,36188,37250,4899,5961,35455,235015.3984,0,0,0,51
1550,613,3,4.027,-1.239,-1.239,4608,3584,4,2.7880000000000003,40,0.5,False,0.0555,130691.5936,19875,1835,18024,0.0287,0.00079,2.06e-08,0.0295,0.011,0.0149,4.94e-08,0.0259,20276,20762,2510,2996,19875,130691.5936,0,0,0,32
1551,614,5,4.027,0.761,0.761,4608,3584,4,4.788,40,0.5,False,0.035,130691.5936,19875,1835,18024,0.0172,0.000476,2.06e-08,0.0177,0.00739,0.00995,4.95e-08,0.0173,20276,20762,2510,2996,19875,130691.5936,0,0,0,32
1552,615,3,3.985,-1.195,-1.195,4608,3584,8,2.79,40,0.5,False,0.0593,167612.0032,25524,2377,23115,0.0355,0.000502,2.92e-08,0.036,0.00909,0.0142,6.14e-08,0.0233,26325,27003,3598,4276,25524,167612.0032,0,0,0,38
1553,616,5,3.985,0.805,0.805,4608,3584,8,4.79,40,0.5,False,0.0826,167612.0032,25524,2377,23115,0.021,0.000328,2.89e-08,0.0213,0.0265,0.0348,6.22e-08,0.0613,26325,27003,3598,4276,25524,167612.0032,0,0,0,37
1554,617,3,3.825,-1.026,-1.026,4608,3584,16,2.7990000000000004,40,0.5,False,0.169,236500.5728,36916,3348,33504,0.0515,0.00143,3.95e-08,0.0529,0.0492,0.0667,8.84e-08,0.116,38517,39579,5659,6721,36916,236500.5728,0,0,0,57
1555,618,5,3.825,0.974,0.974,4608,3584,16,4.799,40,0.5,False,0.101,236500.5728,36916,3348,33504,0.0309,0.000855,3.94e-08,0.0317,0.0292,0.0396,8.86e-08,0.0688,38517,39579,5659,6721,36916,236500.5728,0,0,0,59
1556,619,3,3.822,-1.023,-1.023,4608,3584,32,2.7990000000000004,40,0.5,False,0.212,370026.1344,57259,5293,51838,0.0839,0.00305,6.06e-08,0.0869,0.0533,0.0718,1.34e-07,0.125,60460,62290,9781,11611,57259,370026.1344,0,0,0,94
1557,620,5,3.924,0.87,0.87,4608,3584,32,4.794,40,0.5,False,0.126,370026.1344,57259,5293,51838,0.0503,0.00183,6.04e-08,0.0521,0.0315,0.0423,1.35e-07,0.0738,60460,62290,9781,11611,57259,370026.1344,0,0,0,96
1558,621,3,3.914,-1.12,-1.12,4608,3584,64,2.794,40,0.5,False,0.172,630807.494399,98240,9100,88884,0.133,0.00161,1.04e-07,0.135,0.015,0.0222,2.28e-07,0.0372,104641,108007,17942,21308,98240,630807.494399,0,0,0,157
1559,622,5,3.914,0.88,0.88,4608,3584,64,4.7940000000000005,40,0.5,False,0.144,630807.494399,98240,9100,88884,0.0802,0.00109,1.03e-07,0.0813,0.0266,0.0362,2.29e-07,0.0628,104641,108007,17942,21308,98240,630807.494399,0,0,0,158
156,623,3,3.83,-1.031,-1.031,8192,128,32,2.7990000000000004,40,0.5,False,0.13,371526.3232,58337,5271,52930,0.081,0.00218,5.94e-08,0.0832,0.0205,0.0264,1.35e-07,0.0469,61786,63616,10013,11843,58337,371526.3232,0,0,0,94
1560,624,3,4.024,-1.236,-1.236,5120,3584,4,2.7880000000000003,40,0.5,False,0.127,131245.8752,19976,1835,18124,0.0298,0.00117,2.13e-08,0.031,0.0404,0.0554,4.97e-08,0.0958,20408,20894,2544,3030,19976,131245.8752,0,0,0,33
1561,625,5,4.024,0.764,0.764,5120,3584,4,4.788,40,0.5,False,0.078,131245.8752,19976,1835,18124,0.0179,0.0007,2.12e-08,0.0186,0.0251,0.0343,5.01e-08,0.0594,20408,20894,2544,3030,19976,131245.8752,0,0,0,32
1562,626,3,3.989,-1.199,-1.199,5120,3584,8,2.79,40,0.5,False,0.153,168686.784,25872,2377,23461,0.0368,0.00105,2.84e-08,0.0378,0.0492,0.0659,6.21e-08,0.115,26735,27413,3664,4342,25872,168686.784,0,0,0,42
1563,627,5,4.177,0.603,0.603,5120,3584,8,4.779999999999999,40,0.5,False,0.0907,168686.784,25872,2377,23461,0.0221,0.000631,2.84e-08,0.0227,0.0291,0.0388,6.21e-08,0.068,26735,27413,3664,4342,25872,168686.784,0,0,0,41
1564,628,3,3.858,-1.061,-1.061,5120,3584,16,2.797,40,0.5,False,0.172,236849.6576,36998,3348,33582,0.0538,0.00216,3.87e-08,0.056,0.0495,0.0667,8.86e-08,0.116,38723,39785,5789,6851,36998,236849.6576,0,0,0,61
1565,629,5,3.858,0.939,0.939,5120,3584,16,4.797,40,0.5,False,0.103,236849.6576,36998,3348,33582,0.0323,0.00129,3.86e-08,0.0336,0.0297,0.04,8.87e-08,0.0697,38723,39785,5789,6851,36998,236849.6576,0,0,0,60
1566,630,3,3.914,-1.12,-1.12,5120,3584,32,2.794,40,0.5,False,0.189,374083.776,58592,5293,53163,0.0804,0.00187,6.08e-08,0.0823,0.0448,0.062,1.39e-07,0.107,62041,63871,10039,11869,58592,374083.776,0,0,0,94
1567,631,5,3.914,0.88,0.88,5120,3584,32,4.7940000000000005,40,0.5,False,0.115,374083.776,58592,5293,53163,0.0482,0.00112,6.05e-08,0.0494,0.0276,0.038,1.39e-07,0.0656,62041,63871,10039,11869,58592,374083.776,0,0,0,92
1568,632,3,3.872,-1.076,-1.076,5120,3584,64,2.796,40,0.5,False,0.213,639437.020799,100566,9100,91194,0.14,0.00398,1.02e-07,0.144,0.0306,0.0382,2.4e-07,0.0688,107463,110829,18456,21822,100566,639437.020799,0,0,0,169
1569,633,5,3.872,0.924,0.924,5120,3584,64,4.796,40,0.5,False,0.129,639437.020799,100566,9100,91194,0.0842,0.00239,1.02e-07,0.0865,0.0187,0.0234,2.4e-07,0.0421,107463,110829,18456,21822,100566,639437.020799,0,0,0,169
157,634,5,3.83,0.969,0.969,8192,128,32,4.799,40,0.5,False,0.0791,371526.3232,58337,5271,52930,0.0486,0.00131,5.94e-08,0.0499,0.0127,0.0164,1.35e-07,0.0292,61786,63616,10013,11843,58337,371526.3232,0,0,0,94
1570,635,3,4.004,-1.215,-1.215,6144,3584,4,2.7889999999999997,40,0.5,False,0.126,131143.2768,19988,1835,18134,0.0298,0.00112,2.13e-08,0.0309,0.0401,0.0546,4.95e-08,0.0947,20482,20968,2612,3098,19988,131143.2768,0,0,0,34
1571,636,5,4.004,0.785,0.785,6144,3584,4,4.789,40,0.5,False,0.0772,131143.2768,19988,1835,18134,0.0179,0.000673,2.12e-08,0.0186,0.0249,0.0338,4.95e-08,0.0587,20482,20968,2612,3098,19988,131143.2768,0,0,0,33
1572,637,3,4.009,-1.22,-1.22,6144,3584,8,2.7890000000000006,40,0.5,False,0.154,169513.8272,25904,2377,23489,0.0368,0.0011,2.84e-08,0.0379,0.0497,0.0666,6.28e-08,0.116,26891,27569,3796,4474,25904,169513.8272,0,0,0,43
1573,638,5,4.275,0.5,0.5,6144,3584,8,4.775,40,0.5,False,0.0913,169513.8272,25904,2377,23489,0.0221,0.00066,2.84e-08,0.0227,0.0293,0.0392,6.28e-08,0.0685,26891,27569,3796,4474,25904,169513.8272,0,0,0,42
1574,639,3,3.83,-1.032,-1.032,6144,3584,16,2.798,40,0.5,False,0.17,238731.4624,37281,3348,33857,0.0515,0.00147,3.94e-08,0.0529,0.05,0.0674,8.92e-08,0.117,39254,40316,6049,7111,37281,238731.4624,0,0,0,60
1575,640,5,3.83,0.968,0.968,6144,3584,16,4.798,40,0.5,False,0.102,238731.4624,37281,3348,33857,0.0309,0.000883,3.94e-08,0.0318,0.0298,0.0401,8.92e-08,0.0698,39254,40316,6049,7111,37281,238731.4624,0,0,0,59
1576,641,3,3.872,-1.076,-1.076,6144,3584,32,2.796,40,0.5,False,0.131,378924.6688,59875,5293,54430,0.0813,0.00221,5.96e-08,0.0836,0.0209,0.027,1.44e-07,0.0479,63820,65650,10554,12384,59875,378924.6688,0,0,0,100
1577,642,5,4.155,0.626,0.626,6144,3584,32,4.781000000000001,40,0.5,False,0.0799,378924.6688,59875,5293,54430,0.0488,0.00133,5.97e-08,0.0501,0.013,0.0168,1.44e-07,0.0298,63820,65650,10554,12384,59875,378924.6688,0,0,0,99
1578,643,3,3.931,-1.138,-1.138,6144,3584,64,2.793,40,0.5,False,0.214,647880.118399,102532,9100,93128,0.14,0.00393,1.02e-07,0.144,0.0311,0.0387,2.41e-07,0.0698,110421,113787,19484,22850,102532,647880.118399,0,0,0,173
1579,644,5,3.931,0.862,0.862,6144,3584,64,4.793,40,0.5,False,0.129,647880.118399,102532,9100,93128,0.0841,0.00236,1.02e-07,0.0865,0.019,0.0237,2.41e-07,0.0427,110421,113787,19484,22850,102532,647880.118399,0,0,0,176
158,645,3,3.887,-1.092,-1.092,8192,128,64,2.795,40,0.5,False,0.212,636459.164799,100955,9079,91604,0.14,0.0039,1.02e-07,0.144,0.0304,0.0383,2.31e-07,0.0687,107852,111218,18430,21796,100955,636459.164799,0,0,0,166
1580,646,3,4.096,-1.312,-1.312,7168,3584,4,2.784,40,0.5,False,0.0556,131443.5648,20093,1835,18237,0.0287,0.000791,2.05e-08,0.0295,0.0112,0.015,4.94e-08,0.0261,20649,21135,2680,3166,20093,131443.5648,0,0,0,34
1581,647,5,4.096,0.688,0.688,7168,3584,4,4.784,40,0.5,False,0.0352,131443.5648,20093,1835,18237,0.0172,0.000476,2.06e-08,0.0177,0.00748,0.00999,4.94e-08,0.0175,20649,21135,2680,3166,20093,131443.5648,0,0,0,33
1582,648,3,4.065,-1.279,-1.279,7168,3584,8,2.7860000000000005,40,0.5,False,0.154,169995.5392,26442,2377,24023,0.0387,0.00166,2.78e-08,0.0404,0.0491,0.0648,6.34e-08,0.114,27553,28231,3928,4606,26442,169995.5392,0,0,0,42
1583,649,5,4.065,0.721,0.721,7168,3584,8,4.7860000000000005,40,0.5,False,0.0931,169995.5392,26442,2377,24023,0.0232,0.001,2.77e-08,0.0242,0.0298,0.0391,6.34e-08,0.0688,27553,28231,3928,4606,26442,169995.5392,0,0,0,44
1584,650,3,3.826,-1.028,-1.028,7168,3584,16,2.798,40,0.5,False,0.097,240149.072,37582,3348,34150,0.0493,0.000804,3.98e-08,0.0501,0.0198,0.027,8.79e-08,0.0469,39803,40865,6309,7371,37582,240149.072,0,0,0,57
1585,651,5,3.877,0.919,0.919,7168,3584,16,4.795999999999999,40,0.5,False,0.0581,240149.072,37582,3348,34150,0.0296,0.000482,3.99e-08,0.03,0.0118,0.0162,8.79e-08,0.028,39803,40865,6309,7371,37582,240149.072,0,0,0,56
1586,652,3,3.851,-1.054,-1.054,7168,3584,32,2.7969999999999997,40,0.5,False,0.131,378573.0816,59282,5293,53821,0.0814,0.00219,5.98e-08,0.0836,0.0209,0.0266,1.37e-07,0.0475,63723,65553,11071,12901,59282,378573.0816,0,0,0,99
1587,653,5,3.851,0.946,0.946,7168,3584,32,4.797,40,0.5,False,0.0797,378573.0816,59282,5293,53821,0.0488,0.00131,5.97e-08,0.0501,0.013,0.0166,1.37e-07,0.0295,63723,65553,11071,12901,59282,378573.0816,0,0,0,99
1588,654,3,3.914,-1.12,-1.12,7168,3584,64,2.794,40,0.5,False,0.256,648699.654399,102299,9100,92863,0.137,0.00285,1.03e-07,0.14,0.0496,0.0672,2.38e-07,0.117,111180,114546,20512,23878,102299,648699.654399,0,0,0,172
1589,655,5,4.024,0.764,0.764,7168,3584,64,4.788,40,0.5,False,0.154,648699.654399,102299,9100,92863,0.0821,0.00171,1.03e-07,0.0838,0.0301,0.0406,2.39e-07,0.0707,111180,114546,20512,23878,102299,648699.654399,0,0,0,170
159,656,5,3.89,0.905,0.905,8192,128,64,4.795,40,0.5,False,0.128,636459.164799,100955,9079,91604,0.0839,0.00234,1.02e-07,0.0863,0.0186,0.0235,2.31e-07,0.042,107852,111218,18430,21796,100955,636459.164799,0,0,0,166
1590,657,3,4.089,-1.305,-1.305,8192,3584,4,2.7840000000000007,40,0.5,False,0.136,132270.608,20239,1835,18381,0.0306,0.00142,2.11e-08,0.032,0.044,0.0599,4.97e-08,0.104,20857,21343,2748,3234,20239,132270.608,0,0,0,34
1591,658,5,4.089,0.695,0.695,8192,3584,4,4.784000000000001,40,0.5,False,0.0814,132270.608,20239,1835,18381,0.0184,0.00085,2.11e-08,0.0192,0.0264,0.0358,4.98e-08,0.0622,20857,21343,2748,3234,20239,132270.608,0,0,0,35
1592,659,3,4.16,-1.379,-1.379,8192,3584,8,2.781,40,0.5,False,0.0817,169477.5424,26306,2377,23883,0.0354,0.000591,2.86e-08,0.036,0.0196,0.026,6.19e-08,0.0457,27541,28219,4060,4738,26306,169477.5424,0,0,0,39
1593,660,5,4.388,0.381,0.381,8192,3584,8,4.769,40,0.5,False,0.0489,169477.5424,26306,2377,23883,0.0212,0.000355,2.87e-08,0.0216,0.0117,0.0156,6.19e-08,0.0273,27541,28219,4060,4738,26306,169477.5424,0,0,0,39
1594,661,3,3.827,-1.028,-1.028,8192,3584,16,2.799,40,0.5,False,0.0775,242447.5264,38141,3348,34701,0.0487,0.000605,4e-08,0.0493,0.0117,0.0165,8.96e-08,0.0283,40610,41672,6563,7625,38141,242447.5264,0,0,0,58
1595,662,5,4.012,0.776,0.776,8192,3584,16,4.787999999999999,40,0.5,False,0.0578,242447.5264,38141,3348,34701,0.0296,0.000472,3.99e-08,0.0301,0.0116,0.0162,8.96e-08,0.0277,40610,41672,6563,7625,38141,242447.5264,0,0,0,58
1596,663,3,3.886,-1.09,-1.09,8192,3584,32,2.7960000000000003,40,0.5,False,0.194,382978.5568,60620,5293,55143,0.0804,0.00182,6.06e-08,0.0822,0.0475,0.0645,1.41e-07,0.112,65557,67387,11587,13417,60620,382978.5568,0,0,0,101
1597,664,5,3.886,0.91,0.91,8192,3584,32,4.796,40,0.5,False,0.116,382978.5568,60620,5293,55143,0.0482,0.00109,6.08e-08,0.0493,0.0284,0.0386,1.41e-07,0.067,65557,67387,11587,13417,60620,382978.5568,0,0,0,100
1598,665,3,3.877,-1.082,-1.082,8192,3584,64,2.795,40,0.5,False,0.214,656136.787199,104292,9100,94824,0.14,0.00395,1.02e-07,0.144,0.0309,0.0384,2.44e-07,0.0693,114165,117531,21540,24906,104292,656136.787199,0,0,0,177
1599,666,5,4.143,0.639,0.639,8192,3584,64,4.782,40,0.5,False,0.129,656136.787199,104292,9100,94824,0.0841,0.00237,1.02e-07,0.0865,0.0189,0.0235,2.44e-07,0.0424,114165,117531,21540,24906,104292,656136.787199,0,0,0,175
16,667,3,3.859,-1.062,-1.062,256,128,32,2.7969999999999997,40,0.5,False,0.129,349033.5008,53303,5267,48012,0.0809,0.00216,6.02e-08,0.0831,0.0202,0.0262,1.27e-07,0.0464,53280,55110,6395,8225,53303,349033.5008,0,0,0,81
160,668,3,4.194,-1.414,-1.414,128,128,4,2.7800000000000002,40,0.5,False,0.0481,122819.0432,18208,1855,16351,0.0279,0.000387,2.34e-08,0.0283,0.00781,0.0121,4.37e-08,0.0199,18175,18661,2054,2540,18208,122819.0432,0,0,0,26
1600,669,3,4.034,-1.246,-1.246,128,3584,4,2.788,40,0.5,False,0.0547,128440.6848,19432,1831,17593,0.0286,0.000775,2.05e-08,0.0294,0.0108,0.0146,4.86e-08,0.0253,19585,20071,2229,2715,19432,128440.6848,0,0,0,31
1601,670,5,4.024,0.764,0.764,128,4096,4,4.788,40,0.5,False,0.0803,127905.1712,19345,1831,17505,0.0183,0.000839,2.11e-08,0.0191,0.0259,0.0353,4.84e-08,0.0612,19529,20015,2260,2746,19345,127905.1712,0,0,0,32
1602,671,3,3.961,-1.17,-1.17,128,4096,8,2.791,40,0.5,False,0.151,163136.4608,24577,2373,22186,0.0366,0.00103,2.84e-08,0.0376,0.0486,0.065,5.95e-08,0.114,24944,25622,3129,3807,24577,163136.4608,0,0,0,39
1603,672,5,3.961,0.83,0.83,128,4096,8,4.7909999999999995,40,0.5,False,0.0896,163136.4608,24577,2373,22186,0.022,0.000621,2.83e-08,0.0226,0.0287,0.0383,5.95e-08,0.067,24944,25622,3129,3807,24577,163136.4608,0,0,0,39
1604,673,3,4.026,-1.237,-1.237,128,4096,16,2.7889999999999997,40,0.5,False,0.0773,230011.8496,35449,3344,32069,0.0493,0.000591,4.01e-08,0.0499,0.0108,0.0166,8.48e-08,0.0275,36182,37244,4742,5804,35449,230011.8496,0,0,0,49
1605,674,5,4.026,0.763,0.763,128,4096,16,4.789,40,0.5,False,0.0843,230011.8496,35449,3344,32069,0.0296,0.000412,3.91e-08,0.03,0.0231,0.0312,8.53e-08,0.0543,36182,37244,4742,5804,35449,230011.8496,0,0,0,48
1606,675,3,3.863,-1.067,-1.067,128,4096,32,2.7960000000000003,40,0.5,False,0.132,360839.824,55661,5289,50300,0.0775,0.00102,6.12e-08,0.0785,0.0225,0.0312,1.35e-07,0.0537,57126,58956,7968,9798,55661,360839.824,0,0,0,82
1607,676,5,3.863,0.933,0.933,128,4096,32,4.796,40,0.5,False,0.0807,360839.824,55661,5289,50300,0.0465,0.000616,6.12e-08,0.0471,0.0141,0.0195,1.35e-07,0.0336,57126,58956,7968,9798,55661,360839.824,0,0,0,82
1608,677,3,3.838,-1.04,-1.04,128,4096,64,2.798,40,0.5,False,0.302,613243.148799,94037,9096,84797,0.143,0.00507,1.04e-07,0.148,0.0661,0.0878,2.23e-07,0.154,96966,100332,14337,17703,94037,613243.148799,0,0,0,150
1609,678,5,3.838,0.96,0.96,128,4096,64,4.798,40,0.5,False,0.181,613243.148799,94037,9096,84797,0.0859,0.00304,1.03e-07,0.089,0.0395,0.0524,2.24e-07,0.0919,96966,100332,14337,17703,94037,613243.148799,0,0,0,152
161,679,5,4.092,0.693,0.693,128,256,4,4.784999999999999,40,0.5,False,0.0346,125384.0032,18670,1868,16799,0.0175,0.000469,2.11e-08,0.0179,0.00712,0.00953,4.71e-08,0.0167,18668,19154,2106,2592,18670,125384.0032,0,0,0,31
1610,680,3,4.102,-1.317,-1.317,256,4096,4,2.785,40,0.5,False,0.0544,128190.4448,19523,1831,17682,0.0286,0.00078,2.05e-08,0.0294,0.0107,0.0143,4.87e-08,0.025,19738,20224,2299,2785,19523,128190.4448,0,0,0,31
1611,681,5,4.102,0.683,0.683,256,4096,4,4.785,40,0.5,False,0.0347,128190.4448,19523,1831,17682,0.0172,0.00047,2.06e-08,0.0177,0.00726,0.00975,4.87e-08,0.017,19738,20224,2299,2785,19523,128190.4448,0,0,0,31
1612,682,3,4.078,-1.292,-1.292,256,4096,8,2.7860000000000005,40,0.5,False,0.173,166716.144,25111,2373,22718,0.0385,0.00156,2.78e-08,0.0401,0.0568,0.0763,6.12e-08,0.133,25540,26218,3195,3873,25111,166716.144,0,0,0,40
1613,683,5,4.078,0.708,0.708,256,4096,8,4.7860000000000005,40,0.5,False,0.107,166716.144,25111,2373,22718,0.0231,0.000939,2.77e-08,0.0241,0.0354,0.0471,6.12e-08,0.0825,25540,26218,3195,3873,25111,166716.144,0,0,0,39
1614,684,3,3.805,-1.005,-1.005,256,4096,16,2.8000000000000003,40,0.5,False,0.169,232289.0336,35753,3344,32369,0.0514,0.00143,3.95e-08,0.0529,0.0491,0.0668,8.69e-08,0.116,36610,37672,4872,5934,35753,232289.0336,0,0,0,54
1615,685,5,3.805,0.995,0.995,256,4096,16,4.8,40,0.5,False,0.101,232289.0336,35753,3344,32369,0.0309,0.000859,3.93e-08,0.0317,0.0293,0.0397,8.7e-08,0.069,36610,37672,4872,5934,35753,232289.0336,0,0,0,55
1616,686,3,3.85,-1.053,-1.053,256,4096,32,2.797,40,0.5,False,0.13,361371.584,55204,5289,49835,0.0813,0.00222,5.96e-08,0.0835,0.0205,0.0263,1.32e-07,0.0468,56917,58747,8226,10056,55204,361371.584,0,0,0,85
1617,687,5,3.85,0.947,0.947,256,4096,32,4.797,40,0.5,False,0.0792,361371.584,55204,5289,49835,0.0488,0.00134,5.96e-08,0.0501,0.0127,0.0164,1.32e-07,0.0291,56917,58747,8226,10056,55204,361371.584,0,0,0,86
1618,688,3,3.914,-1.12,-1.12,256,4096,64,2.794,40,0.5,False,0.214,613440.838399,94232,9098,84974,0.14,0.00401,1.02e-07,0.144,0.031,0.0389,2.22e-07,0.0699,97657,101023,14853,18219,94232,613440.838399,0,0,0,153
1619,689,5,3.914,0.88,0.88,256,4096,64,4.7940000000000005,40,0.5,False,0.129,613440.838399,94232,9098,84974,0.0842,0.00241,1.02e-07,0.0866,0.0189,0.0238,2.22e-07,0.0427,97657,101023,14853,18219,94232,613440.838399,0,0,0,152
162,690,3,4.02,-1.232,-1.232,128,256,8,2.7879999999999994,40,0.5,False,0.153,164940.6912,24860,2447,22407,0.0376,0.00104,2.95e-08,0.0387,0.0488,0.0659,6.03e-08,0.115,24855,25533,2813,3491,24860,164940.6912,0,0,0,38
1620,691,3,3.989,-1.199,-1.199,512,4096,4,2.79,40,0.5,False,0.134,127898.9152,19357,1831,17517,0.0305,0.00137,2.11e-08,0.0318,0.0431,0.0591,4.83e-08,0.102,19541,20027,2267,2753,19357,127898.9152,0,0,0,33
1621,692,5,3.989,0.801,0.801,512,4096,4,4.79,40,0.5,False,0.0804,127898.9152,19357,1831,17517,0.0183,0.000822,2.1e-08,0.0191,0.0259,0.0354,4.83e-08,0.0613,19541,20027,2267,2753,19357,127898.9152,0,0,0,32
1622,693,3,3.985,-1.195,-1.195,512,4096,8,2.79,40,0.5,False,0.148,164293.8208,24763,2373,22372,0.0376,0.00127,2.77e-08,0.0389,0.0465,0.0623,6.01e-08,0.109,25130,25808,3131,3809,24763,164293.8208,0,0,0,37
1623,694,5,3.985,0.805,0.805,512,4096,8,4.79,40,0.5,False,0.0906,164293.8208,24763,2373,22372,0.0226,0.000759,2.75e-08,0.0233,0.0289,0.0384,6.02e-08,0.0673,25130,25808,3131,3809,24763,164293.8208,0,0,0,37
1624,695,3,3.855,-1.058,-1.058,512,4096,16,2.7969999999999997,40,0.5,False,0.152,231675.9456,35775,3344,32395,0.0518,0.00149,3.85e-08,0.0533,0.0416,0.0574,8.73e-08,0.0991,36508,37570,4743,5805,35775,231675.9456,0,0,0,53
1625,696,5,3.855,0.942,0.942,512,4096,16,4.797,40,0.5,False,0.0933,231675.9456,35775,3344,32395,0.0311,0.000894,3.84e-08,0.032,0.0258,0.0355,8.72e-08,0.0614,36508,37570,4743,5805,35775,231675.9456,0,0,0,53
1626,697,3,3.817,-1.018,-1.018,512,4096,32,2.7990000000000004,40,0.5,False,0.133,359318.3648,54954,5291,49591,0.0776,0.00104,6.12e-08,0.0786,0.0225,0.0314,1.32e-07,0.054,56419,58249,7972,9802,54954,359318.3648,0,0,0,81
1627,698,5,3.817,0.982,0.982,512,4096,32,4.799,40,0.5,False,0.0795,359318.3648,54954,5291,49591,0.0465,0.000624,6.12e-08,0.0472,0.0135,0.0189,1.32e-07,0.0324,56419,58249,7972,9802,54954,359318.3648,0,0,0,81
1628,699,3,3.832,-1.034,-1.034,512,4096,64,2.798,40,0.5,False,0.214,611496.473599,93900,9100,84656,0.14,0.00396,1.02e-07,0.144,0.031,0.0391,2.22e-07,0.0701,96829,100195,14343,17709,93900,611496.473599,0,0,0,150
1629,700,5,3.832,0.966,0.966,512,4096,64,4.798,40,0.5,False,0.129,611496.473599,93900,9100,84656,0.0841,0.00238,1.02e-07,0.0865,0.0189,0.0239,2.22e-07,0.0429,96829,100195,14343,17709,93900,611496.473599,0,0,0,149
163,701,5,4.02,0.768,0.768,128,256,8,4.787999999999999,40,0.5,False,0.0912,164940.6912,24860,2447,22407,0.0226,0.000624,2.94e-08,0.0232,0.029,0.039,6.04e-08,0.0679,24855,25533,2813,3491,24860,164940.6912,0,0,0,39
1630,702,3,4.242,-1.465,-1.465,768,4096,4,2.777,40,0.5,False,0.121,127212.0064,19380,1831,17540,0.0298,0.00112,2.12e-08,0.0309,0.0384,0.0519,4.77e-08,0.0903,19564,20050,2263,2749,19380,127212.0064,0,0,0,31
1631,703,5,4.242,0.535,0.535,768,4096,4,4.777,40,0.5,False,0.0747,127212.0064,19380,1831,17540,0.0179,0.000671,2.12e-08,0.0185,0.024,0.0322,4.77e-08,0.0562,19564,20050,2263,2749,19380,127212.0064,0,0,0,31
1632,704,3,4.039,-1.252,-1.252,768,4096,8,2.787,40,0.5,False,0.154,162644.7392,24688,2373,22297,0.0385,0.00155,2.78e-08,0.0401,0.0486,0.0652,6.03e-08,0.114,25055,25733,3131,3809,24688,162644.7392,0,0,0,39
1633,705,5,4.039,0.748,0.748,768,4096,8,4.787,40,0.5,False,0.0931,162644.7392,24688,2373,22297,0.0231,0.000932,2.77e-08,0.0241,0.0296,0.0395,6.04e-08,0.0691,25055,25733,3131,3809,24688,162644.7392,0,0,0,40
1634,706,3,3.828,-1.029,-1.029,768,4096,16,2.799,40,0.5,False,0.169,230567.3824,35300,3346,31918,0.0514,0.00148,3.94e-08,0.0529,0.0491,0.0667,8.62e-08,0.116,36033,37095,4746,5808,35300,230567.3824,0,0,0,54
