Trial Number,Iteration Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,MAC NUM,Total Period (ns),ABC Max Fanout,ABC Map Effort,SYNTH_HIERARCHICAL,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
1091,103,5,4.048,0.739,0.739,6144,2048,4,4.787,40,0.5,False,0.0823,130520.1792,19751,1829,17906,0.0183,0.000872,2.1e-08,0.0192,0.0269,0.0362,4.96e-08,0.0631,20152,20638,2504,2990,19751,130520.1792,0,0,0,32
1092,104,3,4.039,-1.252,-1.252,6144,2048,8,2.787,40,0.5,False,0.15,165992.9504,25413,2372,23009,0.0367,0.00104,2.86e-08,0.0377,0.0478,0.0646,6.15e-08,0.112,26214,26892,3592,4270,25413,165992.9504,0,0,0,40
1093,105,5,4.039,0.748,0.748,6144,2048,8,4.787,40,0.5,False,0.0891,165992.9504,25413,2372,23009,0.022,0.000627,2.85e-08,0.0227,0.0283,0.0382,6.15e-08,0.0665,26214,26892,3592,4270,25413,165992.9504,0,0,0,39
1094,106,3,3.861,-1.064,-1.064,6144,2048,16,2.797,40,0.5,False,0.17,235709.8144,36561,3345,33152,0.0515,0.00145,3.98e-08,0.0529,0.0498,0.0674,8.6e-08,0.117,38162,39224,5655,6717,36561,235709.8144,0,0,0,57
1095,107,5,4.095,0.69,0.69,6144,2048,16,4.785,40,0.5,False,0.101,235709.8144,36561,3345,33152,0.0309,0.00087,3.98e-08,0.0318,0.0297,0.0401,8.6e-08,0.0697,38162,39224,5655,6717,36561,235709.8144,0,0,0,57
1096,108,3,3.875,-1.079,-1.079,6144,2048,32,2.7960000000000003,40,0.5,False,0.109,370077.4336,57395,5289,51978,0.0775,0.000901,6.2e-08,0.0784,0.0123,0.0187,1.35e-07,0.031,60596,62426,9777,11607,57395,370077.4336,0,0,0,84
1097,109,5,3.875,0.921,0.921,6144,2048,32,4.796,40,0.5,False,0.0514,370077.4336,57395,5289,51978,0.046,0.000511,6.21e-08,0.0465,0.0021,0.00279,1.35e-07,0.00489,60596,62426,9777,11607,57395,370077.4336,0,0,0,84
1098,110,3,3.865,-1.068,-1.068,6144,2048,64,2.797,40,0.5,False,0.214,632211.340799,98138,9097,88785,0.14,0.00393,1.02e-07,0.144,0.0312,0.0388,2.28e-07,0.0701,104539,107905,17938,21304,98138,632211.340799,0,0,0,164
1099,111,5,3.914,0.88,0.88,6144,2048,64,4.7940000000000005,40,0.5,False,0.129,632211.340799,98138,9097,88785,0.0841,0.00236,1.02e-07,0.0865,0.0191,0.0238,2.28e-07,0.0429,104539,107905,17938,21304,98138,632211.340799,0,0,0,163
11,112,5,4.097,0.687,0.687,256,128,4,4.784000000000001,40,0.5,False,0.0383,123656.096,18321,1857,16461,0.0172,0.000401,2.13e-08,0.0176,0.00888,0.0118,4.53e-08,0.0207,18319,18805,2090,2576,18321,123656.096,0,0,0,30
110,113,3,4.093,-1.309,-1.309,4608,128,4,2.784,40,0.5,False,0.0606,126017.1104,18726,1867,16849,0.0288,0.000693,2.14e-08,0.0295,0.0133,0.0178,4.62e-08,0.0311,18941,19427,2340,2826,18726,126017.1104,0,0,0,30
1100,114,3,3.935,-1.142,-1.142,7168,2048,4,2.793,40,0.5,False,0.126,129890.8256,20089,1829,18242,0.0305,0.00139,2.11e-08,0.0319,0.0395,0.0544,5e-08,0.094,20552,21038,2572,3058,20089,129890.8256,0,0,0,32
1101,115,5,3.935,0.858,0.858,7168,2048,4,4.793,40,0.5,False,0.0747,129890.8256,20089,1829,18242,0.0183,0.000832,2.1e-08,0.0191,0.0234,0.0322,5e-08,0.0556,20552,21038,2572,3058,20089,129890.8256,0,0,0,33
1102,116,3,4.037,-1.25,-1.25,7168,2048,8,2.787,40,0.5,False,0.157,167090.2528,25829,2372,23421,0.0386,0.00159,2.78e-08,0.0402,0.0496,0.0668,6.21e-08,0.116,26754,27432,3724,4402,25829,167090.2528,0,0,0,41
1103,117,5,4.125,0.658,0.658,7168,2048,8,4.783,40,0.5,False,0.0945,167090.2528,25829,2372,23421,0.0232,0.000954,2.77e-08,0.0241,0.0301,0.0403,6.21e-08,0.0704,26754,27432,3724,4402,25829,167090.2528,0,0,0,41
1104,118,3,3.819,-1.02,-1.02,7168,2048,16,2.799,40,0.5,False,0.0788,238313.5616,37045,3345,33628,0.0494,0.00064,4.01e-08,0.05,0.0113,0.0175,8.73e-08,0.0288,38894,39956,5915,6977,37045,238313.5616,0,0,0,52
1105,119,5,3.91,0.884,0.884,7168,2048,16,4.7940000000000005,40,0.5,False,0.034,238313.5616,37045,3345,33628,0.0292,0.000388,4.02e-08,0.0295,0.00183,0.0026,8.73e-08,0.00443,38894,39956,5915,6977,37045,238313.5616,0,0,0,53
1106,120,3,3.861,-1.064,-1.064,7168,2048,32,2.797,40,0.5,False,0.13,373000.2368,58648,5289,53215,0.0813,0.00221,5.96e-08,0.0835,0.0204,0.0262,1.34e-07,0.0466,62345,64175,10293,12123,58648,373000.2368,0,0,0,93
1107,121,5,3.861,0.936,0.936,7168,2048,32,4.797000000000001,40,0.5,False,0.0791,373000.2368,58648,5289,53215,0.0488,0.00133,5.96e-08,0.0501,0.0126,0.0164,1.34e-07,0.029,62345,64175,10293,12123,58648,373000.2368,0,0,0,92
1108,122,3,3.989,-1.199,-1.199,7168,2048,64,2.79,40,0.5,False,0.214,636868.307199,100419,9097,91034,0.14,0.00398,1.02e-07,0.144,0.0312,0.039,2.29e-07,0.0702,107812,111178,18964,22330,100419,636868.307199,0,0,0,166
1109,123,5,4.068,0.718,0.718,7168,2048,64,4.786,40,0.5,False,0.13,636868.307199,100419,9097,91034,0.0841,0.00239,1.02e-07,0.0865,0.0191,0.024,2.29e-07,0.0431,107812,111178,18964,22330,100419,636868.307199,0,0,0,167
111,124,5,4.1,0.684,0.684,4608,128,4,4.784,40,0.5,False,0.0382,126017.1104,18726,1867,16849,0.0173,0.000419,2.14e-08,0.0177,0.00879,0.0117,4.63e-08,0.0205,18941,19427,2340,2826,18726,126017.1104,0,0,0,29
1110,125,3,3.955,-1.164,-1.164,8192,2048,4,2.7910000000000004,40,0.5,False,0.135,131030.6688,19978,1829,18129,0.0305,0.00137,2.11e-08,0.0319,0.0437,0.0597,4.94e-08,0.103,20503,20989,2640,3126,19978,131030.6688,0,0,0,33
1111,126,5,3.955,0.836,0.836,8192,2048,4,4.791,40,0.5,False,0.0809,131030.6688,19978,1829,18129,0.0183,0.00082,2.1e-08,0.0191,0.0262,0.0356,4.94e-08,0.0618,20503,20989,2640,3126,19978,131030.6688,0,0,0,33
1112,127,3,4.164,-1.383,-1.383,8192,2048,8,2.7809999999999997,40,0.5,False,0.0872,167548.192,25888,2372,23476,0.0355,0.000652,2.84e-08,0.0362,0.0216,0.0294,6.25e-08,0.051,26937,27615,3856,4534,25888,167548.192,0,0,0,39
1113,128,5,4.383,0.387,0.387,8192,2048,8,4.77,40,0.5,False,0.0539,167548.192,25888,2372,23476,0.0213,0.000395,2.83e-08,0.0217,0.0137,0.0186,6.25e-08,0.0322,26937,27615,3856,4534,25888,167548.192,0,0,0,39
1114,129,3,3.81,-1.011,-1.011,8192,2048,16,2.7990000000000004,40,0.5,False,0.172,239754.944,37692,3345,34267,0.0538,0.0022,3.87e-08,0.056,0.0492,0.067,8.76e-08,0.116,39789,40851,6175,7237,37692,239754.944,0,0,0,60
1115,130,5,3.881,0.915,0.915,8192,2048,16,4.795999999999999,40,0.5,False,0.103,239754.944,37692,3345,34267,0.0323,0.00132,3.86e-08,0.0336,0.0296,0.0402,8.78e-08,0.0698,39789,40851,6175,7237,37692,239754.944,0,0,0,60
1116,131,3,3.877,-1.081,-1.081,8192,2048,32,2.796,40,0.5,False,0.187,376010.624,59416,5289,53967,0.0803,0.00188,6.07e-08,0.0822,0.0439,0.0607,1.36e-07,0.105,63609,65439,10809,12639,59416,376010.624,0,0,0,93
1117,132,5,3.877,0.919,0.919,8192,2048,32,4.795999999999999,40,0.5,False,0.113,376010.624,59416,5289,53967,0.0482,0.00113,6.04e-08,0.0493,0.027,0.0372,1.36e-07,0.0641,63609,65439,10809,12639,59416,376010.624,0,0,0,91
1118,133,3,3.843,-1.045,-1.045,8192,2048,64,2.798,40,0.5,False,0.3,646648.937599,102153,9097,92736,0.143,0.00505,1.04e-07,0.148,0.0653,0.0865,2.35e-07,0.152,110538,113904,19994,23360,102153,646648.937599,0,0,0,168
1119,134,5,3.843,0.955,0.955,8192,2048,64,4.798,40,0.5,False,0.18,646648.937599,102153,9097,92736,0.0859,0.00303,1.03e-07,0.089,0.039,0.0516,2.35e-07,0.0907,110538,113904,19994,23360,102153,646648.937599,0,0,0,171
112,135,3,4.043,-1.255,-1.255,4608,128,8,2.7880000000000003,40,0.5,False,0.155,163380.4448,24214,2446,21750,0.0376,0.001,2.97e-08,0.0386,0.0494,0.0674,5.85e-08,0.117,24581,25259,3217,3895,24214,163380.4448,0,0,0,38
1120,136,3,4.076,-1.291,-1.291,128,2048,4,2.7849999999999997,40,0.5,False,0.0554,127991.504,19180,1825,17350,0.0285,0.000775,2.04e-08,0.0293,0.0111,0.015,4.78e-08,0.0261,19240,19726,2122,2608,19180,127991.504,0,0,0,31
1121,137,5,4.03,0.758,0.758,128,2560,4,4.788,40,0.5,False,0.081,128157.9136,19294,1831,17457,0.0183,0.000831,2.1e-08,0.0191,0.0263,0.0356,4.84e-08,0.0619,19385,19871,2162,2648,19294,128157.9136,0,0,0,32
1122,138,3,4.043,-1.255,-1.255,128,2560,8,2.7880000000000003,40,0.5,False,0.149,162042.912,24582,2373,22197,0.0366,0.000974,2.84e-08,0.0376,0.0478,0.0641,5.95e-08,0.112,24763,25441,2931,3609,24582,162042.912,0,0,0,39
1123,139,5,4.043,0.745,0.745,128,2560,8,4.788,40,0.5,False,0.0887,162042.912,24582,2373,22197,0.022,0.000585,2.83e-08,0.0226,0.0283,0.0379,5.95e-08,0.0662,24763,25441,2931,3609,24582,162042.912,0,0,0,39
1124,140,3,3.867,-1.071,-1.071,128,2560,16,2.7960000000000003,40,0.5,False,0.0772,227694.6272,34942,3344,31574,0.0493,0.000588,4.01e-08,0.0499,0.0107,0.0166,8.41e-08,0.0273,35303,36365,4352,5414,34942,227694.6272,0,0,0,47
1125,141,5,3.867,0.929,0.929,128,2560,16,4.796,40,0.5,False,0.0337,227694.6272,34942,3344,31574,0.0291,0.000345,4.02e-08,0.0294,0.00173,0.00253,8.41e-08,0.00426,35303,36365,4352,5414,34942,227694.6272,0,0,0,48
1126,142,3,3.9,-1.106,-1.106,128,2560,32,2.7939999999999996,40,0.5,False,0.188,355520.9728,54307,5289,48970,0.0802,0.00184,6.07e-08,0.0821,0.0446,0.0614,1.28e-07,0.106,55028,56858,7194,9024,54307,355520.9728,0,0,0,83
1127,143,5,3.9,0.894,0.894,128,2560,32,4.794,40,0.5,False,0.114,355520.9728,54307,5289,48970,0.0481,0.00111,6.04e-08,0.0492,0.0273,0.0376,1.29e-07,0.0649,55028,56858,7194,9024,54307,355520.9728,0,0,0,83
1128,144,3,3.914,-1.12,-1.12,128,2560,64,2.794,40,0.5,False,0.214,604095.625599,91850,9096,82658,0.14,0.00395,1.02e-07,0.144,0.0309,0.0387,2.21e-07,0.0695,93291,96657,12795,16161,91850,604095.625599,0,0,0,148
1129,145,5,3.914,0.88,0.88,128,2560,64,4.7940000000000005,40,0.5,False,0.129,604095.625599,91850,9096,82658,0.0841,0.00237,1.02e-07,0.0865,0.0189,0.0237,2.21e-07,0.0425,93291,96657,12795,16161,91850,604095.625599,0,0,0,146
113,146,5,4.072,0.713,0.713,4608,128,8,4.785,40,0.5,False,0.0924,163380.4448,24214,2446,21750,0.0226,0.000603,2.96e-08,0.0232,0.0293,0.0398,5.85e-08,0.0692,24581,25259,3217,3895,24214,163380.4448,0,0,0,37
1130,147,3,4.088,-1.303,-1.303,256,2560,4,2.785,40,0.5,False,0.0635,127885.152,19266,1831,17428,0.0288,0.000811,2.05e-08,0.0296,0.0144,0.0195,4.81e-08,0.0339,19388,19874,2197,2683,19266,127885.152,0,0,0,32
1131,148,5,4.088,0.697,0.697,256,2560,4,4.785,40,0.5,False,0.0398,127885.152,19266,1831,17428,0.0173,0.000488,2.06e-08,0.0178,0.0094,0.0127,4.81e-08,0.0221,19388,19874,2197,2683,19266,127885.152,0,0,0,31
1132,149,3,4.058,-1.271,-1.271,256,2560,8,2.787,40,0.5,False,0.148,162253.1136,24694,2373,22307,0.0366,0.000999,2.84e-08,0.0376,0.0466,0.0633,6.02e-08,0.11,24937,25615,2997,3675,24694,162253.1136,0,0,0,39
1133,150,5,4.058,0.729,0.729,256,2560,8,4.787,40,0.5,False,0.0881,162253.1136,24694,2373,22307,0.022,0.0006,2.83e-08,0.0226,0.0279,0.0377,6.03e-08,0.0656,24937,25615,2997,3675,24694,162253.1136,0,0,0,39
1134,151,3,3.825,-1.027,-1.027,256,2560,16,2.798,40,0.5,False,0.0777,228654.2976,34849,3344,31477,0.0493,0.000607,4.01e-08,0.0499,0.0109,0.0168,8.51e-08,0.0278,35334,36396,4482,5544,34849,228654.2976,0,0,0,49
1135,152,5,3.825,0.973,0.973,256,2560,16,4.798,40,0.5,False,0.0845,228654.2976,34849,3344,31477,0.0294,0.000407,3.96e-08,0.0298,0.0233,0.0314,8.56e-08,0.0547,35334,36396,4482,5544,34849,228654.2976,0,0,0,48
1136,153,3,3.864,-1.068,-1.068,256,2560,32,2.796,40,0.5,False,0.131,356992.384,54554,5289,49209,0.0813,0.00225,6.04e-08,0.0835,0.0208,0.0265,1.28e-07,0.0473,55523,57353,7452,9282,54554,356992.384,0,0,0,85
1137,154,5,3.864,0.932,0.932,256,2560,32,4.796,40,0.5,False,0.0795,356992.384,54554,5289,49209,0.0488,0.00135,5.97e-08,0.0501,0.0129,0.0165,1.3e-07,0.0294,55523,57353,7452,9282,54554,356992.384,0,0,0,86
1138,155,3,3.855,-1.058,-1.058,256,2560,64,2.7969999999999997,40,0.5,False,0.172,605973.676799,92305,9098,83095,0.133,0.00167,1.04e-07,0.135,0.015,0.022,2.25e-07,0.037,94242,97608,13311,16677,92305,605973.676799,0,0,0,136
1139,156,5,4.003,0.786,0.786,256,2560,64,4.789,40,0.5,False,0.143,605973.676799,92305,9098,83095,0.08,0.00105,1.04e-07,0.081,0.0266,0.0355,2.25e-07,0.0621,94242,97608,13311,16677,92305,605973.676799,0,0,0,137
114,157,3,3.8,-1.0,-1.0,4608,128,16,2.8,40,0.5,False,0.0801,235204.3296,35619,3483,32100,0.0512,0.000612,4.26e-08,0.0519,0.0111,0.0172,8.46e-08,0.0282,36352,37414,4893,5955,35619,235204.3296,0,0,0,49
1140,158,3,3.99,-1.2,-1.2,512,2560,4,2.79,40,0.5,False,0.137,129041.2608,19504,1831,17667,0.0305,0.00141,2.11e-08,0.0319,0.0445,0.0602,4.9e-08,0.105,19595,20081,2165,2651,19504,129041.2608,0,0,0,31
1141,159,5,3.99,0.8,0.8,512,2560,4,4.79,40,0.5,False,0.0817,129041.2608,19504,1831,17667,0.0183,0.000844,2.1e-08,0.0191,0.0267,0.0359,4.9e-08,0.0626,19595,20081,2165,2651,19504,129041.2608,0,0,0,32
1142,160,3,3.985,-1.195,-1.195,512,2560,8,2.79,40,0.5,False,0.151,162615.9616,24522,2373,22137,0.0366,0.00103,2.84e-08,0.0376,0.0484,0.0651,5.95e-08,0.114,24703,25381,2933,3611,24522,162615.9616,0,0,0,39
1143,161,5,3.985,0.805,0.805,512,2560,8,4.79,40,0.5,False,0.0897,162615.9616,24522,2373,22137,0.022,0.000618,2.83e-08,0.0226,0.0287,0.0385,5.96e-08,0.0671,24703,25381,2933,3611,24522,162615.9616,0,0,0,39
1144,162,3,3.79,-0.99,-0.99,512,2560,16,2.8,40,0.5,False,0.101,228546.6944,34795,3344,31427,0.0494,0.000748,3.93e-08,0.0501,0.0212,0.0297,8.47e-08,0.0509,35156,36218,4354,5416,34795,228546.6944,0,0,0,50
1145,163,5,3.79,1.01,1.01,512,2560,16,4.8,40,0.5,False,0.0606,228546.6944,34795,3344,31427,0.0296,0.000449,3.93e-08,0.0301,0.0127,0.0178,8.47e-08,0.0305,35156,36218,4354,5416,34795,228546.6944,0,0,0,51
1146,164,3,3.894,-1.099,-1.099,512,2560,32,2.795,40,0.5,False,0.11,356506.9184,54627,5291,49288,0.0774,0.000879,6.2e-08,0.0783,0.0124,0.019,1.3e-07,0.0314,55348,57178,7195,9025,54627,356506.9184,0,0,0,79
1147,165,5,3.894,0.901,0.901,512,2560,32,4.795,40,0.5,False,0.106,356506.9184,54627,5291,49288,0.0468,0.000692,6.02e-08,0.0474,0.025,0.0341,1.31e-07,0.059,55348,57178,7195,9025,54627,356506.9184,0,0,0,78
1148,166,3,3.864,-1.067,-1.067,512,2560,64,2.7969999999999997,40,0.5,False,0.171,604423.439999,91867,9100,82671,0.133,0.00157,1.04e-07,0.135,0.0148,0.0218,2.22e-07,0.0366,93308,96674,12801,16167,91867,604423.439999,0,0,0,135
1149,167,5,3.864,0.933,0.933,512,2560,64,4.797,40,0.5,False,0.0891,604423.439999,91867,9100,82671,0.0799,0.00104,1.04e-07,0.0809,0.00354,0.00463,2.22e-07,0.00817,93308,96674,12801,16167,91867,604423.439999,0,0,0,135
115,168,5,4.034,0.754,0.754,4608,128,16,4.788,40,0.5,False,0.0866,235204.3296,35619,3483,32100,0.0308,0.00046,4.08e-08,0.0313,0.0237,0.0316,8.5e-08,0.0553,36352,37414,4893,5955,35619,235204.3296,0,0,0,49
1150,169,3,4.318,-1.546,-1.546,768,2560,4,2.7719999999999994,40,0.5,False,0.128,127395.9328,19412,1831,17575,0.0305,0.00142,2.11e-08,0.0319,0.0407,0.0551,4.84e-08,0.0958,19503,19989,2165,2651,19412,127395.9328,0,0,0,32
1151,170,5,4.318,0.454,0.454,768,2560,4,4.771999999999999,40,0.5,False,0.0763,127395.9328,19412,1831,17575,0.0183,0.00085,2.1e-08,0.0192,0.0243,0.0329,4.84e-08,0.0572,19503,19989,2165,2651,19412,127395.9328,0,0,0,32
1152,171,3,3.927,-1.133,-1.133,768,2560,8,2.794,40,0.5,False,0.158,163170.2432,24636,2373,22251,0.0385,0.00157,2.77e-08,0.0401,0.0503,0.0674,6.01e-08,0.118,24817,25495,2933,3611,24636,163170.2432,0,0,0,40
1153,172,5,3.927,0.867,0.867,768,2560,8,4.7940000000000005,40,0.5,False,0.0956,163170.2432,24636,2373,22251,0.0231,0.000946,2.77e-08,0.0241,0.0306,0.0408,6.02e-08,0.0715,24817,25495,2933,3611,24636,163170.2432,0,0,0,39
1154,173,3,3.807,-1.007,-1.007,768,2560,16,2.8,40,0.5,False,0.0779,228623.0176,35045,3346,31675,0.0493,0.000593,4.06e-08,0.0499,0.011,0.0171,8.47e-08,0.028,35406,36468,4356,5418,35045,228623.0176,0,0,0,49
1155,174,5,3.807,0.993,0.993,768,2560,16,4.8,40,0.5,False,0.0846,228623.0176,35045,3346,31675,0.0296,0.000413,3.91e-08,0.03,0.0234,0.0313,8.61e-08,0.0547,35406,36468,4356,5418,35045,228623.0176,0,0,0,48
1156,175,3,3.867,-1.07,-1.07,768,2560,32,2.7969999999999997,40,0.5,False,0.13,355878.816,54550,5293,49209,0.0813,0.00219,5.96e-08,0.0835,0.0202,0.0262,1.31e-07,0.0464,55271,57101,7196,9026,54550,355878.816,0,0,0,85
1157,176,5,3.867,0.93,0.93,768,2560,32,4.797,40,0.5,False,0.079,355878.816,54550,5293,49209,0.0488,0.00131,5.97e-08,0.0501,0.0125,0.0163,1.31e-07,0.0289,55271,57101,7196,9026,54550,355878.816,0,0,0,85
1158,177,3,3.844,-1.046,-1.046,768,2560,64,2.798,40,0.5,False,0.172,604470.985599,92881,9100,83685,0.133,0.00158,1.04e-07,0.135,0.015,0.022,2.2e-07,0.037,94322,97688,12801,16167,92881,604470.985599,0,0,0,138
1159,178,5,3.995,0.795,0.795,768,2560,64,4.79,40,0.5,False,0.142,604470.985599,92881,9100,83685,0.0796,0.00098,1.04e-07,0.0806,0.0262,0.0355,2.2e-07,0.0617,94322,97688,12801,16167,92881,604470.985599,0,0,0,137
116,179,3,3.864,-1.068,-1.068,4608,128,32,2.796,40,0.5,False,0.13,361176.3968,55664,5271,50313,0.081,0.00219,5.93e-08,0.0832,0.0204,0.0263,1.31e-07,0.0466,57377,59207,8207,10037,55664,361176.3968,0,0,0,88
1160,180,3,4.111,-1.327,-1.327,1024,2560,4,2.784,40,0.5,False,0.131,128842.32,19321,1831,17483,0.0298,0.00113,2.13e-08,0.0309,0.0424,0.0578,4.85e-08,0.1,19443,19929,2199,2685,19321,128842.32,0,0,0,31
1161,181,5,4.111,0.673,0.673,1024,2560,4,4.784,40,0.5,False,0.0799,128842.32,19321,1831,17483,0.0179,0.000677,2.11e-08,0.0185,0.026,0.0354,4.86e-08,0.0614,19443,19929,2199,2685,19321,128842.32,0,0,0,31
1162,182,3,3.82,-1.022,-1.022,1024,2560,8,2.798,40,0.5,False,0.146,163635.6896,24791,2373,22404,0.0366,0.00101,2.84e-08,0.0376,0.0458,0.0629,6.13e-08,0.109,25034,25712,2999,3677,24791,163635.6896,0,0,0,39
1163,183,5,3.82,0.978,0.978,1024,2560,8,4.798,40,0.5,False,0.0865,163635.6896,24791,2373,22404,0.022,0.000607,2.83e-08,0.0226,0.0269,0.037,6.13e-08,0.0639,25034,25712,2999,3677,24791,163635.6896,0,0,0,40
1164,184,3,3.829,-1.03,-1.03,1024,2560,16,2.7990000000000004,40,0.5,False,0.101,229651.504,35009,3346,31635,0.0495,0.000733,3.93e-08,0.0502,0.0212,0.0296,8.54e-08,0.0507,35494,36556,4486,5548,35009,229651.504,0,0,0,51
1165,185,5,3.829,0.97,0.97,1024,2560,16,4.799,40,0.5,False,0.0605,229651.504,35009,3346,31635,0.0297,0.00044,3.93e-08,0.0301,0.0127,0.0177,8.54e-08,0.0304,35494,36556,4486,5548,35009,229651.504,0,0,0,50
1166,186,3,3.858,-1.061,-1.061,1024,2560,32,2.797,40,0.5,False,0.131,358897.9616,55129,5293,49780,0.0814,0.00235,5.96e-08,0.0837,0.0209,0.0265,1.32e-07,0.0474,56098,57928,7457,9287,55129,358897.9616,0,0,0,86
1167,187,5,3.858,0.939,0.939,1024,2560,32,4.797,40,0.5,False,0.0797,358897.9616,55129,5293,49780,0.0488,0.00141,5.97e-08,0.0502,0.013,0.0165,1.32e-07,0.0295,56098,57928,7457,9287,55129,358897.9616,0,0,0,87
1168,188,3,3.839,-1.041,-1.041,1024,2560,64,2.798,40,0.5,False,0.303,607277.427199,93057,9100,83845,0.143,0.00509,1.04e-07,0.148,0.0666,0.088,2.18e-07,0.155,94994,98360,13313,16679,93057,607277.427199,0,0,0,148
1169,189,5,4.046,0.741,0.741,1024,2560,64,4.787,40,0.5,False,0.181,607277.427199,93057,9100,83845,0.086,0.00305,1.03e-07,0.089,0.0398,0.0525,2.18e-07,0.0923,94994,98360,13313,16679,93057,607277.427199,0,0,0,150
117,190,5,3.864,0.932,0.932,4608,128,32,4.796,40,0.5,False,0.0789,361176.3968,55664,5271,50313,0.0486,0.00132,5.94e-08,0.0499,0.0126,0.0164,1.31e-07,0.029,57377,59207,8207,10037,55664,361176.3968,0,0,0,87
1170,191,3,4.06,-1.273,-1.273,1536,2560,4,2.787,40,0.5,False,0.0634,128215.4688,19455,1831,17616,0.0288,0.000807,2.05e-08,0.0296,0.0144,0.0194,4.8e-08,0.0338,19608,20094,2233,2719,19455,128215.4688,0,0,0,31
1171,192,5,4.06,0.727,0.727,1536,2560,4,4.787,40,0.5,False,0.0397,128215.4688,19455,1831,17616,0.0173,0.000485,2.06e-08,0.0178,0.00935,0.0126,4.8e-08,0.022,19608,20094,2233,2719,19455,128215.4688,0,0,0,32
1172,193,3,4.064,-1.278,-1.278,1536,2560,8,2.786,40,0.5,False,0.06,165605.0784,25182,2375,22791,0.0354,0.000482,2.92e-08,0.0359,0.00947,0.0146,5.95e-08,0.0241,25487,26165,3067,3745,25182,165605.0784,0,0,0,35
1173,194,5,4.064,0.722,0.722,1536,2560,8,4.786,40,0.5,False,0.0245,165605.0784,25182,2375,22791,0.0208,0.000299,2.93e-08,0.0211,0.00137,0.00203,5.95e-08,0.0034,25487,26165,3067,3745,25182,165605.0784,0,0,0,35
1174,195,3,3.822,-1.023,-1.023,1536,2560,16,2.7990000000000004,40,0.5,False,0.17,229740.3392,35242,3348,31862,0.0515,0.00146,3.99e-08,0.053,0.0495,0.0674,8.41e-08,0.117,35851,36913,4618,5680,35242,229740.3392,0,0,0,54
1175,196,5,3.853,0.944,0.944,1536,2560,16,4.797000000000001,40,0.5,False,0.101,229740.3392,35242,3348,31862,0.0309,0.000877,3.94e-08,0.0318,0.0294,0.04,8.51e-08,0.0695,35851,36913,4618,5680,35242,229740.3392,0,0,0,55
1176,197,3,3.863,-1.066,-1.066,1536,2560,32,2.7969999999999997,40,0.5,False,0.214,360009.0272,55390,5293,50033,0.0837,0.00306,6.06e-08,0.0868,0.0542,0.0734,1.3e-07,0.128,56607,58437,7711,9541,55390,360009.0272,0,0,0,89
1177,198,5,3.92,0.874,0.874,1536,2560,32,4.794,40,0.5,False,0.128,360009.0272,55390,5293,50033,0.0502,0.00183,6.04e-08,0.052,0.0322,0.0434,1.3e-07,0.0756,56607,58437,7711,9541,55390,360009.0272,0,0,0,89
1178,199,3,3.866,-1.069,-1.069,1536,2560,64,2.797,40,0.5,False,0.255,609071.647999,93429,9100,84201,0.137,0.00285,1.04e-07,0.14,0.0485,0.0666,2.15e-07,0.115,95862,99228,13829,17195,93429,609071.647999,0,0,0,144
1179,200,5,3.866,0.931,0.931,1536,2560,64,4.797000000000001,40,0.5,False,0.154,609071.647999,93429,9100,84201,0.0821,0.00171,1.03e-07,0.0838,0.0298,0.0408,2.16e-07,0.0705,95862,99228,13829,17195,93429,609071.647999,0,0,0,143
118,201,3,3.847,-1.049,-1.049,4608,128,64,2.798,40,0.5,False,0.213,617153.148799,96461,9079,87222,0.14,0.00387,1.02e-07,0.144,0.0305,0.0387,2.26e-07,0.0691,99886,103252,14832,18198,96461,617153.148799,0,0,0,154
1180,202,3,4.052,-1.266,-1.266,2048,2560,4,2.7859999999999996,40,0.5,False,0.139,129300.2592,19461,1831,17621,0.0305,0.00141,2.11e-08,0.0319,0.0454,0.0612,4.87e-08,0.107,19645,20131,2267,2753,19461,129300.2592,0,0,0,33
1181,203,5,4.052,0.734,0.734,2048,2560,4,4.786,40,0.5,False,0.0833,129300.2592,19461,1831,17621,0.0183,0.000844,2.11e-08,0.0191,0.0274,0.0368,4.87e-08,0.0641,19645,20131,2267,2753,19461,129300.2592,0,0,0,32
1182,204,3,3.985,-1.195,-1.195,2048,2560,8,2.79,40,0.5,False,0.148,164514.032,24976,2375,22583,0.0367,0.00106,2.87e-08,0.0377,0.047,0.0634,5.96e-08,0.11,25343,26021,3133,3811,24976,164514.032,0,0,0,40
1183,205,5,4.046,0.742,0.742,2048,2560,8,4.788,40,0.5,False,0.0884,164514.032,24976,2375,22583,0.022,0.000639,2.83e-08,0.0227,0.0281,0.0376,5.96e-08,0.0657,25343,26021,3133,3811,24976,164514.032,0,0,0,39
